ID,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,prediction_label
0,2.7125319503055816,0.820171065895114,0.08886961958073039,-1.7468985948576417,-0.6881725594485082,-0.1522252817843863,-1.9328312561829346,-0.08419856868508035,-0.8715931060315396,2.0170633759876226,0
1,0.9984482037368476,-0.0926770172850409,-0.6251364420588474,-3.4306685197505673,-0.2899012360566597,-0.8058504209812782,0.5371456214836042,3.9649047088301206,-0.45665824538739047,4.728256300226503,1
2,1.2021410840396154,-1.3103987147019263,1.6209567641995426,-0.5943854577740881,0.8149890800226073,-0.14144531603158964,0.4108395523205831,-0.274823514758751,-0.1764436990533581,-0.5076649034388176,0
3,-0.27251561991521944,0.34065046276046884,-0.576985652835053,-0.40870767012167886,-0.4133405307967295,0.02893282485745946,0.7086749178032591,-3.551032441955072,0.47944692517974064,0.8988889317406377,1
4,-0.2860621116839071,-0.9805367257864174,0.8445861971184612,-1.7156295668591015,-0.3076455117347833,-1.2713922706315526,-0.7113999871015328,0.3528407357957051,-0.7503601352216566,0.03449949081267922,0
5,1.6965700701223754,0.18357008644854547,0.10738774939446662,1.2014147982648131,-0.4596756808621144,0.05912350754486446,-0.010745561992207057,-0.0952711326828426,0.43833774475190246,-1.4403101821056545,1
6,0.25706474331147017,-0.19375083047078484,-0.3812979702459657,-0.8615214208986488,0.8007135533985605,-0.6449289812016031,-1.3947991330234026,2.9042070957892747,-1.1481111976034704,2.062453251125113,1
7,0.7424629215123346,0.5720334973543213,0.7982465641339018,1.0815114142565168,-0.27442884779787113,0.141719535359787,0.5678314458361731,-4.023164905945176,-0.7850485436399395,0.9046989006322477,0
8,2.3258997324377124,-0.5244523361994801,1.717202682948797,-1.9478531062076345,0.34002510648536494,0.584321936501525,0.08683515705303914,-1.7909986543132015,0.7466020175867583,-0.6921337140947721,1
9,1.465170657006938,0.2786956364897933,-1.3747000471231903,0.2767547378184643,-0.5369867287280432,-1.306023871302743,-1.3545530147399918,-1.2369206000423034,-0.6764982765582577,3.7328188217687583,0
10,-0.5479114676094328,1.476941656036623,-0.010267654533940102,2.3162571374375838,1.4389588693755222,-0.7685865590838734,0.9581558190448587,2.6004666014423017,1.0165547206556202,1.6449783862278164,0
11,0.41344952137214874,-1.606174069126112,0.22639536941362595,-0.8581564871568174,-0.7219609410749305,0.1689012229655086,-0.5439780445013911,-0.6688154294999817,-0.46381927619654123,1.7505080429752038,0
12,-1.439755275165881,0.7974435754082086,-0.8910300445826705,1.2767940078955435,0.8159208002652394,0.6195802626231252,1.2147380188330614,-3.899567417898946,1.8818367772194853,1.0312186359190427,1
